선거구명,사진,기호,소속정당,성명,성별,생년월일,주소,직업,학력,경력,재산신고액(천원),병역,납부액,최근5년체납액,현체납액,전과기록,입후보
서산시태안군,http://info.nec.go.kr/photo_20160413/Sd4400/Gsg4405/Sgg2440501/Hb100118751/gicho/thumbnail.100118751.jpg,2,더불어민주당,"

																조한기(趙漢起)


",남,1966/09/25(49세),충청남도 서산시 석림4로,정당인,연세대학교 영어영문학과 졸업,(전)국무총리 비서관(전)안희정 도지사후보 대변인,"1,338,407",군복무를 마친사람,"26,670",0,0,1건,2회
서산시태안군,http://info.nec.go.kr/photo_20160413/Sd4400/Gsg4405/Sgg2440501/Hb100118738/gicho/thumbnail.100118738.jpg,5,무소속,"

																한상율(韓相律)


",남,1953/11/25(62세),충청남도 서산시 율지5로,세무법인 리앤케이 회장,서울대학교 농과대학 농업교육학과 졸업,(전)국세청장(현)태안꽃축제 추진위원장,"1,673,214",군복무를 마친사람,"88,614",0,0,없음,0회
논산시계룡시금산군,http://info.nec.go.kr/photo_20160413/Sd4400/Gsg4409/Sgg2440901/Hb100120019/gicho/thumbnail.100120019.jpg,1,새누리당,"

																이인제(李仁濟)


",남,1948/12/11(67세),충청남도 논산시 연산면 사계로,국회의원,서울대학교 법과대학 행정학과 졸업,(현) 새누리당 최고위원(전) 제18대 대선 박근혜후보 공동선거대책위원장,"1,723,140",군복무를 마친사람,"123,153",0,0,없음,8회
논산시계룡시금산군,http://info.nec.go.kr/photo_20160413/Sd4400/Gsg4409/Sgg2440901/Hb100118449/gicho/thumbnail.100118449.jpg,2,더불어민주당,"

																김종민(金鍾民)


",남,1964/05/12(51세),충청남도 논산시 시민로258번길,정당인,서울대학교 인문대학 국어국문학과 졸업,(전) 청와대 대변인(전) 안희정 민선5기 충청남도 정무부지사,"379,775",군복무를 마치지 아니한 사람,"6,715",0,0,1건,1회
논산시계룡시금산군,http://info.nec.go.kr/photo_20160413/Sd4400/Gsg4409/Sgg2440901/Hb100118955/gicho/thumbnail.100118955.jpg,3,국민의당,"

																이환식(李桓植)


",남,1958/08/07(57세),충청남도 논산시 부적면 계백로1546번길,정당인,"파리8대학교 정치학과 박사과정 정치학박사(5년, 1988~1993)",(전) 국무총리산하 경제인문사회연구회 사무처장(전) 한남대학교 예우교수,"355,000",군복무를 마친사람,"8,003",0,0,없음,1회
당진시,http://info.nec.go.kr/photo_20160413/Sd4400/Gsg4416/Sgg2441601/Hb100119743/gicho/thumbnail.100119743.jpg,1,새누리당,"

																김동완(金東完)


",남,1958/06/20(57세),충청남도 당진시 원당로,국회의원,서울대학교 행정대학원 행정학과 졸업(행정학석사),(전)충청남도 행정부지사(현)당진시 19대 국회의원,"658,024",군복무를 마친사람,"117,331",0,0,없음,1회
당진시,http://info.nec.go.kr/photo_20160413/Sd4400/Gsg4416/Sgg2441601/Hb100118852/gicho/thumbnail.100118852.jpg,2,더불어민주당,"

																어기구(魚基龜)


",남,1963/01/10(53세),충청남도 당진시 송악읍 대섬길,정당인,"오스트리아 빈국립대학교 사회경제계열 졸업(경제학박사, 1999.3.1∼2002.2.1.)",(전)대통령자문 노사정위원회 전문위원(전)고려대학교 경제연구소 연구교수,"414,000",군복무를 마친사람,"1,950",0,0,없음,1회
당진시,http://info.nec.go.kr/photo_20160413/Sd4400/Gsg4416/Sgg2441601/Hb100118820/gicho/thumbnail.100118820.jpg,3,국민의당,"

																송노섭(宋魯燮)


",남,1963/10/20(52세),충청남도 당진시 계성3길,정당인,단국대학교 대학원 경영학과 졸업(경영학박사),(전)송영진국회의원 보좌관(전)더불어민주당 부대변인,"423,131",군복무를 마친사람,"23,855",0,0,없음,0회
당진시,http://info.nec.go.kr/photo_20160413/Sd4400/Gsg4416/Sgg2441601/Hb100118863/gicho/thumbnail.100118863.jpg,5,기독자유당,"

																고영석(高永晳)


",남,1947/04/08(69세),충청남도 당진시 대호만로,정당인,건국대학교 행정대학원 교육행정학과 졸업,(전)당진시푸드뱅크 사무국장(현)행복한가정만들기운동본부 추진위원장,"10,993",군복무를 마친사람,0,0,0,1건,6회
당진시,http://info.nec.go.kr/photo_20160413/Sd4400/Gsg4416/Sgg2441601/Hb100120414/gicho/thumbnail.100120414.jpg,6,친반통합,"

																전병창(全炳彰)


",남,1955/08/05(60세),충청남도 당진시 밤절로,정당인,한서대학교 대학원 행정학과 졸업(행정학박사),(현)친반국민대통합 부대변인(현)(사)한국갈등관리학회 법인이사,"841,924",군복무를 마친사람,"25,060",0,0,없음,0회
홍성군예산군,http://info.nec.go.kr/photo_20160413/Sd4400/Gsg4413/Sgg2441301/Hb100120189/gicho/thumbnail.100120189.JPG,1,새누리당,"

																홍문표(洪文杓)


",남,1947/10/05(68세),충청남도 홍성군 홍성읍 내포로146번길,국회의원,한양대사회복지학석사,(전)국회예결특위위원장(현)새누리당제1사무부총장,"934,220",군복무를 마친사람,"39,897",0,0,1건,6회
홍성군예산군,http://info.nec.go.kr/photo_20160413/Sd4400/Gsg4413/Sgg2441301/Hb100120300/gicho/thumbnail.100120300.jpg,2,더불어민주당,"

																강희권(姜熙權)


",남,1968/09/23(47세),충청남도 예산군 예산읍 신흥길,변호사,단국대학교 법학과 졸업,(전)경찰공제회 법무지원팀장(현)충남 인재육성재단 비상근 이사,"168,356",군복무를 마친사람,"38,245",0,0,2건,0회
홍성군예산군,http://info.nec.go.kr/photo_20160413/Sd4400/Gsg4413/Sgg2441301/Hb100120069/gicho/thumbnail.100120069.jpg,3,국민의당,"

																명원식(明源植)


",남,1956/04/15(59세),충청남도 홍성군 홍성읍 충서로,정당인,고졸검정고시합격,(전)새정년충남교육연수위원장(전)새정년전국농어민부위원장,"150,970",군복무를 마친사람,49,0,0,1건,2회
홍성군예산군,http://info.nec.go.kr/photo_20160413/Sd4400/Gsg4413/Sgg2441301/Hb100118434/gicho/thumbnail.100118434.jpg,5,무소속,"

																양희권(梁熙權)


",남,1955/09/30(60세),충청남도 홍성군 홍북면 신대로,(주)페리카나 대표이사,고려대학교 정책학 석사,(현)(주)페리카나 회장(전)박근혜대통령선거경제특보,"18,499,301",군복무를 마친사람,"4,141,515",0,0,2건,0회
전주시갑,http://info.nec.go.kr/photo_20160413/Sd4500/Gsg4501/Sgg2450101/Hb100120276/gicho/thumbnail.100120276.jpg,1,새누리당,"

																전희재(全熙宰)


",남,1950/08/16(65세),전라북도 전주시 완산구 현무2길,정당인,전북대학교 대학원 행정학과 박사과정 졸업,(전)전라북도 행정부지사(전)새누리당 사무2부총장,"1,512,498",군복무를 마친사람,"48,862",0,0,없음,1회
전주시갑,http://info.nec.go.kr/photo_20160413/Sd4500/Gsg4501/Sgg2450101/Hb100120043/gicho/thumbnail.100120043.jpg,2,더불어민주당,"

																김윤덕(金潤德)


",남,1966/05/23(49세),전라북도 전주시 완산구 서원로,국회의원,전북대학교 회계학과 졸업,(전)전라북도 경제통상진흥원 원장(현)더불어민주당 전북도당 총선기획단장,"921,921",군복무를 마친사람,"28,533",0,0,1건,2회
전주시갑,http://info.nec.go.kr/photo_20160413/Sd4500/Gsg4501/Sgg2450101/Hb100119400/gicho/thumbnail.100119400.jpg,3,국민의당,"

																김광수(金光守)


",남,1958/06/11(57세),전라북도 전주시 완산구 흑석1길,정치인,전북대학교 불어불문학과 졸업,(전)제10대전북도의회의장(전)전국균형발전지방의회협의회장,"206,957",군복무를 마친사람,"5,962",0,0,1건,6회
전주시갑,http://info.nec.go.kr/photo_20160413/Sd4500/Gsg4501/Sgg2450101/Hb100119774/gicho/thumbnail.100119774.jpg,5,무소속,"

																유종근(柳鍾根)


",남,1944/03/02(72세),전라북도 전주시 완산구 서원로,정치인,빙엄턴 뉴욕 주립대학교 대학원 경제학 박사(1971~1973),(전)전라북도지사(전)김대중대통령 경제고문,"201,613",군복무를 마친사람,"1,381",0,0,1건,2회
전주시을,http://info.nec.go.kr/photo_20160413/Sd4500/Gsg4501/Sgg2450102/Hb100119001/gicho/thumbnail.100119001.jpg,1,새누리당,"

																정운천(鄭雲天)


",남,1954/04/10(62세),전라북도 전주시 완산구 삼천천변1길,정당인,고려대학교 농업경제학과 졸업,(전)농림수산식품부장관(현)새누리당 민생119전북본부장,"2,342,664",군복무를 마친사람,"201,514",0,0,없음,2회
전주시을,http://info.nec.go.kr/photo_20160413/Sd4500/Gsg4501/Sgg2450102/Hb100118485/gicho/thumbnail.100118485.jpg,2,더불어민주당,"

																최형재(崔炯宰)


",남,1963/07/26(52세),전라북도 전주시 완산구 호암로,정당인,전북대학교 행정대학원 졸업(정치학 석사),(현)더불어민주당 정책위원회 부의장(현)전북노무현재단 공동대표,"330,108",군복무를 마친사람,"7,013",0,0,없음,1회
전주시을,http://info.nec.go.kr/photo_20160413/Sd4500/Gsg4501/Sgg2450102/Hb100119125/gicho/thumbnail.100119125.jpg,3,국민의당,"

																장세환(張世煥)


",남,1953/01/14(63세),전라북도 전주시 완산구 전룡로,정당인,전북대학교 법정대학 졸업 (법학사),(전)18대 국회의원(전)전라북도 정무부지사,"930,590",군복무를 마친사람,"32,411",0,0,2건,2회
전주시을,http://info.nec.go.kr/photo_20160413/Sd4500/Gsg4501/Sgg2450102/Hb100118478/gicho/thumbnail.100118478.jpg,5,무소속,"

																성치두(成治斗)


",남,1976/03/24(40세),전라북도 전주시 완산구 백제대로,정치인,한국외국어대학교대학원 정치외교학과 박사과정 수료,(전)중고교 교사(전)민초연합 창당준비위원회 대표,"562,000",군복무를 마친사람,"3,587",0,0,없음,0회
전주시병,http://info.nec.go.kr/photo_20160413/Sd4500/Gsg4502/Sgg2450201/Hb100120352/gicho/thumbnail.100120352.jpg,1,새누리당,"

																김성진(金湦津)


",남,1960/07/03(55세),전라북도 전주시 덕진구 아중5길,(유)금동대표,전북대학교 대학원 졸업(경영학 박사),(전)서해대학 교수(현)(유)금동 대표,"778,307",군복무를 마친사람,"23,026",0,0,없음,0회
전주시병,http://info.nec.go.kr/photo_20160413/Sd4500/Gsg4502/Sgg2450201/Hb100119749/gicho/thumbnail.100119749.jpg,2,더불어민주당,"

																김성주(金成柱)


",남,1964/04/10(52세),전라북도 전주시 덕진구 태진로,국회의원,서울대학교 인문대학 국사학과 졸업,(현)국회 보건복지위원회 간사(현)더불어민주당 정책위원회 수석부의장,"954,541",군복무를 마치지 아니한 사람,"20,151",0,0,2건,4회
전주시병,http://info.nec.go.kr/photo_20160413/Sd4500/Gsg4502/Sgg2450201/Hb100120073/gicho/thumbnail.100120073.jpg,3,국민의당,"

																정동영(鄭東泳)


",남,1953/06/17(62세),전라북도 전주시 덕진구 천마산로,정치인,서울대학교 인문대학 국사학과 졸업(부전공 정치학과),(전)대통합민주신당 제17대 대통령 후보(전)통일부 장관(국가안전보장회의(NSC) 상임위원장),"1,115,732",군복무를 마친사람,"38,229",842,0,없음,8회
군산시,http://info.nec.go.kr/photo_20160413/Sd4500/Gsg4503/Sgg2450301/Hb100120347/gicho/thumbnail.100120347.jpg,1,새누리당,"

																채용묵(蔡龍默)


",남,1961/01/10(55세),전라북도 군산시 서당길,법무사 채용묵 사무소 대표,군산상업고등학교 졸업,(전)교정 검찰사무직(현)군산시 산악연맹 상임 부회장,"995,000",군복무를 마친사람,"97,901","27,228",0,없음,2회
군산시,http://info.nec.go.kr/photo_20160413/Sd4500/Gsg4503/Sgg2450301/Hb100120472/gicho/thumbnail.100120472.jpg,2,더불어민주당,"

																김윤태(金侖兌)


",남,1965/07/03(50세),전라북도 군산시 구영6길,고려대학교 교수,"런던대학교 사회학 박사, 런던경제정치대학원(LSE), (1993.10.~1998.3)",(전)국회도서관장(차관급)(현)고려대학교 교수,"1,667,179",군복무를 마치지 아니한 사람,"86,989",0,0,2건,1회
군산시,http://info.nec.go.kr/photo_20160413/Sd4500/Gsg4503/Sgg2450301/Hb100119962/gicho/thumbnail.100119962.jpg,3,국민의당,"

																김관영(金寬永)


",남,1969/11/15(46세),전라북도 군산시 수송동로,국회의원,서울대학교 행정대학원 행정학 석사,(현)제19대 국회의원(현)국민의당 전라북도당 위원장,"1,545,143",군복무를 마친사람,"305,602",0,0,없음,1회
군산시,http://info.nec.go.kr/photo_20160413/Sd4500/Gsg4503/Sgg2450301/Hb100119062/gicho/thumbnail.100119062.jpg,4,정의당,"

																조준호(趙俊虎)


",남,1958/10/23(57세),전라북도 군산시 부곡1길,정당인,군산제일고등학교 졸업,(전)민주노총 위원장(전)정의당 초대 대표,"-98,093",군복무를 마친사람,"34,144",0,0,2건,1회
군산시,http://info.nec.go.kr/photo_20160413/Sd4500/Gsg4503/Sgg2450301/Hb100118936/gicho/thumbnail.100118936.jpg,5,무소속,"

																함운경(咸雲炅)


",남,1964/03/18(52세),전라북도 군산시 문화3길,정치인,서울대학교 물리학과 졸업,(전)노무현대통령직속 동북아경제중심추진위원회 자문위원(현)군산미래발전연구소 소장,"652,750",군복무를 마치지 아니한 사람,"171,458",0,0,3건,4회
익산시갑,http://info.nec.go.kr/photo_20160413/Sd4500/Gsg4505/Sgg2450501/Hb100118850/gicho/thumbnail.100118850.jpg,1,새누리당,"

																김영일(金榮一)


",남,1956/11/12(59세),전라북도 익산시 고현로1길,정당인,한양대학교 행정대학원 졸업[법학석사(경찰행정)],(전)서울강북경찰서장(전)재정경제부 금융정보원 분석관,"743,550",군복무를 마친사람,"19,197",0,0,없음,0회
익산시갑,http://info.nec.go.kr/photo_20160413/Sd4500/Gsg4505/Sgg2450501/Hb100119406/gicho/thumbnail.100119406.jpg,2,더불어민주당,"

																이춘석(李春錫)


",남,1963/03/07(53세),전라북도 익산시 선화로8길,국회의원,원광대학교 대학원 수료 (법학박사과정),(전)민주통합당 전라북도 도당위원장(현)더불어민주당 원내수석부대표,"537,408",군복무를 마친사람,"65,368",0,0,없음,2회
익산시갑,http://info.nec.go.kr/photo_20160413/Sd4500/Gsg4505/Sgg2450501/Hb100119529/gicho/thumbnail.100119529.jpg,3,국민의당,"

																이한수(李漢洙)


",남,1960/08/15(55세),전라북도 익산시 선화로,정치인,원광대학교 경영대학원 졸업(경영학석사),"(전)익산시장(민선 제4기, 5기)(전)전주비전대학교 겸임교수","443,325",군복무를 마친사람,"26,887",0,0,없음,5회
익산시갑,http://info.nec.go.kr/photo_20160413/Sd4500/Gsg4505/Sgg2450501/Hb100120220/gicho/thumbnail.100120220.jpg,5,민중연합당,"

																전권희(全權熙)


",남,1971/02/06(45세),전라북도 익산시 용동면 용동1길,정치인,고려대학교 경영학과 졸업,(전)민주노동당 당대표 비서실장(현)한그릇돌봄센터 부소장,"681,900",군복무를 마친사람,"4,646",0,0,2건,2회
익산시갑,http://info.nec.go.kr/photo_20160413/Sd4500/Gsg4505/Sgg2450501/Hb100120415/gicho/thumbnail.100120415.jpg,6,무소속,"

																황세연(黃世淵)


",남,1953/05/21(62세),전라북도 익산시 중앙로7길,출판업,성균관대학교 철학과 3년 중퇴(2011.3~2013.6),(전)경제정의실천시민연합 중앙위원 겸 전북 사무국장(현)도서출판 중원문화 대표,"755,000",군복무를 마친사람,"10,375",0,0,6건,2회
익산시을,http://info.nec.go.kr/photo_20160413/Sd4500/Gsg4505/Sgg2450502/Hb100118615/gicho/thumbnail.100118615.jpg,1,새누리당,"

																박종길(朴鐘吉)


",남,1946/05/10(69세),전라북도 익산시 무왕로24길,정당인,고려대학교 교육대학원 졸업 (교육학석사),(전)문화체육관광부 제2차관(전)대한체육회 선수촌장,"2,414,598",군복무를 마친사람,"113,851",0,0,1건,0회
익산시을,http://info.nec.go.kr/photo_20160413/Sd4500/Gsg4505/Sgg2450502/Hb100120494/gicho/thumbnail.100120494.jpg,2,더불어민주당,"

																한병도(韓秉道)


",남,1967/12/07(48세),전라북도 익산시 익산대로29길,정당인,원광대학교 신문방송학과 졸업,(전)제17대 국회의원(현)노무현재단 자문위원,"422,801",군복무를 마친사람,"74,222",0,0,1건,1회
익산시을,http://info.nec.go.kr/photo_20160413/Sd4500/Gsg4505/Sgg2450502/Hb100118723/gicho/thumbnail.100118723.jpg,3,국민의당,"

																조배숙(趙培淑)


",여,1956/09/10(59세),전라북도 익산시 동서로,정당인,서울대학교 대학원 법학과 졸업,"(전)제16, 17, 18대 국회의원(전)민주당 최고위원","1,724,574",해당없음(비대상),"32,306",0,0,없음,4회
익산시을,http://info.nec.go.kr/photo_20160413/Sd4500/Gsg4505/Sgg2450502/Hb100120187/gicho/thumbnail.100120187.jpg,4,정의당,"

																권태홍(權泰弘)


",남,1964/12/16(51세),전라북도 익산시 서동로32길,정당인,성공회대학교 NGO대학원 졸업 [정치학석사(정책학)],"(전)정의당 1,2기 사무총장(현)심상정 당대표 정책특보","254,407",군복무를 마치지 아니한 사람,"2,635",0,0,2건,0회
익산시을,http://info.nec.go.kr/photo_20160413/Sd4500/Gsg4505/Sgg2450502/Hb100119689/gicho/thumbnail.100119689.jpg,5,무소속,"

																김지수(金智秀)


",남,1976/02/01(40세),전라북도 익산시 무왕로9길,무직,원광대학교 교육학과 졸업,(현)노무현 시민문화제 대표(현)익산한국방송통신대학교 총동문회 자문위원,0,군복무를 마친사람,430,0,0,없음,0회
익산시을,http://info.nec.go.kr/photo_20160413/Sd4500/Gsg4505/Sgg2450502/Hb100119391/gicho/thumbnail.100119391.jpg,6,무소속,"

																이석권(李錫権)


",남,1964/10/31(51세),전라북도 익산시 몽환신화길,몽환마을이장(7통장),전북대학교 교육대학원 졸업 [교육학석사(체육교육)],"(전)하나로 상가번영회장(현)익산농업인대학교 (친환경농업, 6차산업) 7기 회장","290,639",군복무를 마친사람,"1,942",223,0,없음,0회
정읍시고창군,http://info.nec.go.kr/photo_20160413/Sd4500/Gsg4507/Sgg2450701/Hb100119480/gicho/thumbnail.100119480.JPG,2,더불어민주당,"

																하정열(河正烈)


",남,1951/10/20(64세),전라북도 정읍시 상사3길,한국안보통일연구원 원장,북한대학원대학교 북한학과 졸업(북한학박사),(전)김대중 대통령 국방비서관(현)정읍 미래전략 중앙자문위원,"268,411",군복무를 마친사람,"45,400",0,0,없음,0회
정읍시고창군,http://info.nec.go.kr/photo_20160413/Sd4500/Gsg4507/Sgg2450701/Hb100120172/gicho/thumbnail.100120172.jpg,3,국민의당,"

																유성엽(柳成葉)


",남,1960/01/25(56세),전라북도 정읍시 학산로,국회의원,서울대학교 외교학과 졸업,(전)제18대 국회의원(현)제19대 국회의원,"582,371",군복무를 마친사람,"23,275",0,0,없음,3회
정읍시고창군,http://info.nec.go.kr/photo_20160413/Sd4500/Gsg4507/Sgg2450701/Hb100119668/gicho/thumbnail.100119668.jpg,5,무소속,"

																김만균(金萬均)


",남,1956/11/22(59세),전라북도 고창군 고창읍 중앙로,기업인,한국외국어대학교 일본어과 졸업,(현)(재)김대중기념사업회 이사(현)(주)성산무역 대표이사,"1,752,065",군복무를 마치지 아니한 사람,"16,260",181,0,없음,1회
정읍시고창군,http://info.nec.go.kr/photo_20160413/Sd4500/Gsg4507/Sgg2450701/Hb100119886/gicho/thumbnail.100119886.jpg,6,무소속,"

																이강수(李康洙)


",남,1951/12/09(64세),전라북도 고창군 공음면 지산길,의사,조선대학교 대학원 의학과졸업(의학박사),(전)고창군수3선(전)조선대학교 의과대학 내과학 교수,"9,859,917",군복무를 마친사람,"246,010",0,0,없음,3회
남원시임실군순창군,http://info.nec.go.kr/photo_20160413/Sd4500/Gsg4508/Sgg2450801/Hb100119184/gicho/thumbnail.100119184.jpg,1,새누리당,"

																김용호(金勇鎬)


",남,1977/12/15(38세),전라북도 남원시 요천로,변호사,서울대학교 철학과 졸업,(현)전북지방변호사회 이사(전)재단법인 순창군건강장수연구소 감사,"414,618",군복무를 마친사람,"25,881",0,0,1건,0회
남원시임실군순창군,http://info.nec.go.kr/photo_20160413/Sd4500/Gsg4508/Sgg2450801/Hb100119783/gicho/thumbnail.100119783.jpg,2,더불어민주당,"

																박희승(朴熙承)


",남,1963/09/28(52세),전라북도 남원시 이백면 산남길,정당인,한양대학교 대학원 법학과 박사과정 수료,(전)서울서부지법 수석부장판사(전)수원지방법원 안양지원 지원장,"753,451",군복무를 마친사람,"68,793","2,264",0,없음,0회
남원시임실군순창군,http://info.nec.go.kr/photo_20160413/Sd4500/Gsg4508/Sgg2450801/Hb100119112/gicho/thumbnail.100119112.jpg,3,국민의당,"

																이용호(李容鎬)


",남,1960/03/20(56세),전라북도 남원시 용성로,정치평론가,서울대학교 졸업,(전)국무총리실 공보비서관(전)국회 홍보기획관,"1,046,063",군복무를 마친사람,"82,255",0,0,없음,2회
남원시임실군순창군,http://info.nec.go.kr/photo_20160413/Sd4500/Gsg4508/Sgg2450801/Hb100120227/gicho/thumbnail.100120227.jpg,5,민주당,"

																임종천(林鍾千)


",남,1968/12/23(47세),전라북도 남원시 옥정5길,정당인,한국방송통신대학교 경영학과 재학중(1학년),(전)국민희망시대 대변인(현)민주당 남원임실순창 지역위원장,"81,600",군복무를 마치지 아니한 사람,2,0,0,3건,1회
남원시임실군순창군,http://info.nec.go.kr/photo_20160413/Sd4500/Gsg4508/Sgg2450801/Hb100120422/gicho/thumbnail.100120422.jpg,6,민중연합당,"

																오은미(吳銀美)


",여,1965/07/13(50세),전라북도 순창군 구림면 화암1길,농업,전주한일신학교 신학부 졸업,(전)제8.9대전북도의회의원(현)전북여성농민회부회장,"-109,121",해당없음(비대상),221,0,0,없음,3회
남원시임실군순창군,http://info.nec.go.kr/photo_20160413/Sd4500/Gsg4508/Sgg2450801/Hb100119486/gicho/thumbnail.100119486.jpg,7,무소속,"

																오철기(吳哲基)


",남,1968/10/02(47세),전라북도 남원시 오들1길,사업,전북대학교 대학원 행정학과 박사과정 중,(현)전주대학교 총동문회 부회장(현)(사)전북시민참여포럼 운영이사,"687,739",군복무를 마친사람,"1,032",0,0,없음,0회
남원시임실군순창군,http://info.nec.go.kr/photo_20160413/Sd4500/Gsg4508/Sgg2450801/Hb100119590/gicho/thumbnail.100119590.jpg,8,무소속,"

																강동원(姜東遠)


",남,1953/01/20(63세),전라북도 남원시 용성로,국회의원,경기대학교 정치전문대학원 졸업(정치학박사),(현)제19대 국회의원(전)더불어민주당 전북도당 수석부위원장,"-36,437",군복무를 마친사람,"14,813",0,0,3건,4회
남원시임실군순창군,http://info.nec.go.kr/photo_20160413/Sd4500/Gsg4508/Sgg2450801/Hb100118909/gicho/thumbnail.100118909.jpg,9,무소속,"

																방경채(房鏡埰)


",남,1956/05/05(59세),전라북도 남원시 금하정1길,사업,학점인정 등에 관한 법률에 따른(국가평생교육진흥원) 경영학사과정 이수중,(현)홍조건설(주) 대표이사(현)아인슈타인 타워 대표,"13,796,649",군복무를 마친사람,"1,040,028",0,0,1건,0회
김제시부안군,http://info.nec.go.kr/photo_20160413/Sd4500/Gsg4509/Sgg2450902/Hb100120502/gicho/thumbnail.100120502.JPG,1,새누리당,"

																김효성(金孝晟)


",남,1948/08/12(67세),전라북도 김제시 도작로,주식회사 영빈관 대표이사,중앙대학교 법정대학 법학과3년중퇴(1967.3.2~1969.4.1),(전)새누리당 김제.완주 당원협의회위원장(전)전라북도 생활체육회 이사,"451,900",군복무를 마친사람,"15,836",0,0,1건,0회
김제시부안군,http://info.nec.go.kr/photo_20160413/Sd4500/Gsg4509/Sgg2450902/Hb100119566/gicho/thumbnail.100119566.jpg,2,더불어민주당,"

																김춘진(金椿鎭)


",남,1953/01/24(63세),전라북도 부안군 부안읍 봉신1길,국회의원,경희대학교대학원 치의학과 졸업(치의학 박사),(전)김대중대통령 주치의(현)국회 보건복지상임위원회 위원장,"1,769,415",군복무를 마친사람,"51,922",0,0,없음,3회
김제시부안군,http://info.nec.go.kr/photo_20160413/Sd4500/Gsg4509/Sgg2450902/Hb100119085/gicho/thumbnail.100119085.jpg,3,국민의당,"

																김종회(金鍾懷)


",남,1965/08/24(50세),전라북도 김제시 성덕면 성동길,정당인,원광대학교 한의학전문대학원 한의정보학과 졸업(한의학박사),(전)원광대학교 한의과대학 겸임교수(현)학성강학연구회 이사장,"455,885",군복무를 마치지 아니한 사람,"4,490",0,0,없음,0회
김제시부안군,http://info.nec.go.kr/photo_20160413/Sd4500/Gsg4509/Sgg2450902/Hb100120084/gicho/thumbnail.100120084.jpg,4,정의당,"

																강상구(姜相求)


",남,1971/11/05(44세),전라북도 김제시 남북로,정당인,서울대학교 법과대학 공법학과 졸업,(전)대통령직속 의문사진상규명위원회 조사관(현)정의당 대변인,"215,631",군복무를 마친사람,"2,746",0,0,없음,1회
완주군진안군무주군장수군,http://info.nec.go.kr/photo_20160413/Sd4500/Gsg4510/Sgg2451001/Hb100120366/gicho/thumbnail.100120366.jpg,1,새누리당,"

																신재봉(愼宰奉)


",남,1952/08/20(63세),전라북도 전주시 완산구 감나무로,전북우수상품마케팅 사업본부장,평장초등학교 졸업(현 백운초등학교),(전) (사)전라북도시민참여포럼이사장(현)전북우수상품마케팅 사업본부장,"146,310",군복무를 마친사람,"3,084",0,0,없음,4회
완주군진안군무주군장수군,http://info.nec.go.kr/photo_20160413/Sd4500/Gsg4510/Sgg2451001/Hb100118531/gicho/thumbnail.100118531.jpg,2,더불어민주당,"

																안호영(安浩永)


",남,1965/10/11(50세),전라북도 진안군 동향면 추동1길,변호사,전북대학교 일반대학원 법학과 박사과정 수료,(현)변호사(현)더불어민주당정책위원회부의장,"1,772,755",군복무를 마친사람,"209,369",0,0,없음,0회
완주군진안군무주군장수군,http://info.nec.go.kr/photo_20160413/Sd4500/Gsg4510/Sgg2451001/Hb100118803/gicho/thumbnail.100118803.jpg,3,국민의당,"

																임정엽(林呈燁)


",남,1959/04/26(56세),전라북도 완주군 봉동읍 둔산3로,정치인,전주대학교 일반대학원 법학과 졸업(법학박사),(전)완주군수(전)김대중대통령 청와대 행정관,"1,149,813",군복무를 마치지 아니한 사람,"39,854",0,0,2건,4회
완주군진안군무주군장수군,http://info.nec.go.kr/photo_20160413/Sd4500/Gsg4510/Sgg2451001/Hb100119339/gicho/thumbnail.100119339.jpg,5,무소속,"

																민경선(閔庚善)


",남,1945/06/09(70세),전라북도 완주군 봉동읍 낙평장기로,정치인,동아대학교 대학원 체육학과 졸업 (이학박사),(전)대구한의대학교 교수(전)전국대학레슬링연맹 회장,"261,510",군복무를 마친사람,"1,372",0,0,없음,0회
목포시,http://info.nec.go.kr/photo_20160413/Sd4600/Gsg4601/Sgg2460101/Hb100118373/gicho/thumbnail.100118373.jpg,1,새누리당,"

																박석만(朴錫滿)


",남,1966/03/17(50세),전라남도 목포시 원산주택로,정당인,성균관대학교 행정학과 졸업,(전)국가정보원근무(전)로펌 H&P 상임고문,"1,262,949",군복무를 마친사람,"21,438",0,0,1건,0회
목포시,http://info.nec.go.kr/photo_20160413/Sd4600/Gsg4601/Sgg2460101/Hb100118776/gicho/thumbnail.100118776.jpg,2,더불어민주당,"

																조상기(趙相起)


",남,1950/02/26(66세),전라남도 목포시 평화로,정당인,서울대학교 철학과 졸업,(전)한겨례신문 직선 편집국장(전)한국방송공사KBS 이사,"1,778,230",군복무를 마친사람,"22,194","1,025",0,없음,0회
목포시,http://info.nec.go.kr/photo_20160413/Sd4600/Gsg4601/Sgg2460101/Hb100120234/gicho/thumbnail.100120234.jpg,3,국민의당,"

																박지원(朴智元)


",남,1942/06/05(73세),전라남도 목포시 신흥로,국회의원,단국대학교 상학과 졸업,(전)김대중 대통령 비서실장(전)민주당 원내대표,"1,084,626",군복무를 마친사람,"44,108",0,0,1건,4회
목포시,http://info.nec.go.kr/photo_20160413/Sd4600/Gsg4601/Sgg2460101/Hb100120296/gicho/thumbnail.100120296.jpg,4,정의당,"

																문보현(文普玄)


",남,1965/05/19(50세),전라남도 목포시 삼학로,정당인,나고야대학대학원 법학박사과정수료(2000.4.1~2006.3.31.),(전)목포대학교 총학생회장(현)정의당 정책연구위원,"458,190",군복무를 마친사람,"2,193",407,0,1건,0회
